Column_1,Column_2,Column_3,Column_4,Column_5
409,636,564,226,281
460,870,959,679,442
498,46,309,429,814
212,944,780,744,598
520,77,7,674,98
833,553,825,912,188
691,689,549,649,714
567,734,189,28,413
803,971,782,41,52
102,701,892,607,215
636,921,159,949,914
719,913,489,475,924
896,95,734,203,95
821,54,919,698,856
866,979,303,802,95
507,203,168,979,177
345,138,24,12,449
868,242,763,582,966
676,125,899,652,452
931,442,419,709,866
198,799,138,790,246
394,470,751,983,90
404,637,351,752,112
138,406,238,943,713
838,140,486,644,330
963,67,556,654,189
721,8,992,173,387
86,735,907,698,244
875,584,108,221,910
210,229,227,903,723
930,451,639,313,125
424,874,252,382,528
335,411,712,78,957
33,952,415,752,599
550,967,887,591,844
264,272,150,744,867
594,671,427,189,615
419,242,955,79,79
426,841,801,158,445
354,401,577,74,294
417,3,680,682,771
993,727,433,64,461
5,370,10,671,55
218,146,84,608,743
994,652,430,267,959
30,839,136,466,231
295,351,481,74,709
937,292,623,561,329
820,675,632,673,840
971,68,241,2,459
119,75,861,885,500
32,860,564,918,227
542,499,962,996,622
638,62,890,604,173
697,940,742,326,848
145,653,948,409,314
913,914,757,150,553
990,335,579,244,18
321,419,42,902,355
64,656,664,340,611
235,191,386,299,352
321,769,737,254,605
113,630,529,739,351
931,880,298,197,840
887,265,777,55,419
4,878,401,986,887
143,908,781,166,738
176,415,169,493,878
233,413,197,849,767
455,385,798,118,919
506,99,343,55,980
659,938,20,813,258
837,671,744,982,119
929,892,40,250,516
242,733,87,797,582
554,911,983,432,509
747,583,426,611,41
687,63,327,865,149
118,927,576,165,484
283,140,507,786,648
463,774,971,416,545
20,715,39,445,30
585,113,538,736,266
647,37,934,926,704
942,842,654,824,503
857,723,596,697,270
538,947,592,910,635
299,116,137,266,419
578,657,671,886,987
671,959,207,94,947
851,413,429,470,698
268,110,136,308,551
404,334,966,11,466
291,241,876,441,472
476,222,108,125,704
846,675,399,785,970
181,662,787,999,290
795,46,349,207,870
319,901,204,864,862
397,66,635,270,842
728,757,613,535,105
414,858,945,831,151
661,595,569,445,104
188,377,87,754,647
97,326,50,332,622
437,260,105,799,824
628,722,626,578,375
552,644,628,664,726
597,927,331,688,406
28,970,812,542,559
948,776,121,210,283
663,91,352,399,970
60,330,83,239,981
780,986,592,771,594
991,85,296,11,776
229,705,200,167,360
406,53,908,634,990
430,691,527,613,565
996,548,90,752,991
824,342,17,764,595
603,538,934,814,256
223,585,22,166,972
652,910,298,77,47
770,522,665,734,610
969,246,808,635,69
556,136,985,547,611
711,457,105,603,973
457,103,992,560,728
591,728,658,572,139
62,530,166,176,97
576,640,58,665,166
813,198,148,775,67
512,824,876,447,536
950,13,481,151,407
13,270,504,136,885
248,396,791,167,435
253,982,872,832,818
893,324,722,956,644
388,345,991,568,599
845,937,135,134,715
380,479,663,366,293
162,662,996,477,854
632,183,988,667,899
915,229,949,551,701
994,756,467,776,702
967,400,802,897,195
941,818,353,529,131
653,813,613,532,836
258,816,953,479,910
652,425,360,71,133
956,513,616,454,947
972,96,307,78,284
617,965,213,489,274
213,17,251,227,109
974,393,478,877,59
312,475,303,744,635
699,640,183,89,487
632,73,84,964,8
101,716,117,526,415
63,334,40,897,966
824,937,369,730,15
566,844,328,178,431
247,404,861,212,432
836,646,186,703,521
797,523,665,328,267
596,918,298,505,887
329,212,126,850,203
263,161,90,276,319
183,244,700,415,249
701,763,717,131,156
577,406,204,996,275
38,506,419,640,477
620,547,734,545,108
665,211,941,880,82
884,84,230,682,570
537,323,678,84,377
774,279,728,491,279
950,758,440,756,995
578,724,714,62,159
510,931,266,959,132
838,400,739,124,813
661,870,993,568,462
289,504,757,391,434
662,237,863,77,696
841,442,752,197,386
338,487,326,542,315
912,954,282,665,934
521,246,879,470,341
910,991,26,452,445
710,265,823,678,470
901,55,858,649,89
472,134,637,116,616
30,505,105,35,412
57,8,495,599,134
881,613,426,297,769
111,766,511,377,793
108,354,92,638,643
512,735,576,52,141
341,145,827,990,477
956,96,86,590,590
390,320,349,671,280
900,611,839,788,110
835,908,906,605,541
952,489,939,444,891
744,566,17,891,202
697,680,392,928,322
972,866,625,874,755
859,470,776,302,196
502,329,131,991,950
568,902,196,94,105
74,273,509,413,48
273,567,746,548,444
144,789,882,707,427
733,551,633,423,401
569,865,105,822,3
166,453,914,350,996
641,276,82,715,149
16,12,233,767,433
75,601,51,498,342
70,242,552,752,830
595,838,471,294,433
120,580,772,517,723
579,434,367,742,505
884,223,184,358,475
105,837,534,453,216
309,458,576,190,521
307,631,344,116,905
389,521,223,335,289
772,739,11,768,389
878,275,73,170,209
166,20,836,684,559
580,897,674,594,436
573,227,355,809,519
849,936,226,173,28
755,499,186,959,372
57,46,201,755,860
7,443,503,960,570
114,562,943,575,250
442,169,167,407,806
609,50,488,674,349
494,952,841,200,430
793,497,28,333,434
954,425,117,589,471
571,959,662,809,41
723,277,597,369,331
18,200,632,267,733
531,839,412,695,567
933,442,586,474,345
41,490,970,970,155
900,89,51,6,725
283,545,856,494,695
933,348,966,690,207
779,757,985,987,718
437,902,170,256,819
658,336,860,525,988
34,754,905,432,856
996,947,335,671,634
898,379,591,370,766
720,118,509,517,425
237,171,654,101,397
349,448,252,145,206
511,349,453,167,433
33,240,743,71,482
499,170,208,353,283
328,299,513,671,283
643,820,250,155,819
685,505,681,580,336
948,975,310,220,249
553,816,442,579,217
909,247,533,43,616
988,72,592,633,819
229,815,115,684,764
80,768,231,20,446
654,787,909,560,224
933,684,419,45,325
96,667,490,593,826
125,461,738,675,320
409,283,282,752,317
930,164,784,87,740
950,631,949,313,459
759,968,398,72,87
351,537,413,633,685
664,337,16,28,435
129,767,508,246,687
632,350,554,900,904
486,766,168,3,21
557,832,206,913,273
783,194,5,825,88
721,895,760,956,857
753,326,889,498,466
384,51,205,970,691
377,602,603,740,91
110,916,523,330,908
521,702,875,559,70
522,340,49,401,914
975,155,852,240,662
200,286,994,263,125
473,995,643,872,578
772,551,860,99,665
347,339,655,746,10
723,71,590,50,860
598,323,193,109,162
455,524,149,973,141
34,851,362,942,564
755,124,962,691,116
168,408,106,948,812
421,352,134,67,384
982,657,100,274,789
800,352,591,466,766
359,653,125,46,137
204,716,961,84,645
318,753,440,38,628
292,245,427,932,527
59,370,585,478,263
691,634,215,215,312
760,515,993,609,119
809,594,133,179,863
588,927,34,684,485
333,490,268,978,748
950,591,495,176,721
843,142,193,971,865
640,643,515,242,292
614,799,142,293,460
651,31,328,122,250
717,172,212,896,224
529,859,501,722,733
944,665,492,762,711
258,360,644,19,165
646,689,857,842,752
350,717,968,898,288
362,420,144,967,288
223,764,574,91,798
818,436,876,754,355
770,930,840,663,988
357,304,347,689,762
840,995,377,927,728
668,63,987,562,188
755,255,949,167,270
520,311,130,730,840
892,179,634,390,329
802,453,184,109,904
790,659,447,737,642
561,446,323,748,717
961,994,40,910,711
569,909,489,453,430
52,627,184,749,679
674,707,471,648,230
159,930,489,389,425
104,952,757,793,15
751,620,230,321,808
576,860,206,921,946
353,241,967,138,944
765,304,57,257,198
59,806,693,379,461
536,34,44,476,243
990,672,942,539,669
755,861,19,473,890
976,224,142,641,453
551,502,776,515,654
149,854,571,325,873
359,643,596,780,752
551,878,553,778,610
495,414,451,319,712
379,353,663,252,552
691,152,31,336,721
752,492,309,255,320
133,377,811,648,81
32,93,980,607,368
733,823,954,721,839
555,504,784,378,191
647,63,218,571,347
427,462,210,151,612
676,572,752,323,652
615,916,368,966,892
231,842,673,620,835
374,202,549,265,988
634,657,390,43,556
233,527,845,553,221
275,775,227,633,556
872,682,318,234,358
914,586,131,837,33
870,43,983,107,52
345,367,987,297,164
342,0,310,861,46
846,363,960,570,904
467,907,224,970,729
444,878,479,460,91
594,630,800,43,877
452,522,484,909,875
835,291,509,536,498
391,10,906,509,857
63,648,196,162,339
880,264,399,993,579
731,62,844,513,613
293,429,451,836,795
417,200,336,119,944
108,818,292,63,264
415,169,675,195,322
832,150,857,574,185
532,407,814,345,321
846,858,838,985,990
873,884,123,996,662
655,847,797,220,578
136,806,917,91,466
683,198,989,179,195
786,756,583,832,415
238,31,549,512,283
492,957,906,153,803
468,840,431,488,56
40,760,171,382,897
88,540,17,233,275
556,843,730,345,653
443,398,613,721,973
729,846,832,790,125
156,488,843,907,729
80,279,736,423,977
850,488,39,414,597
612,354,63,828,950
420,186,434,794,350
916,66,476,834,858
577,828,830,567,886
662,510,766,787,879
779,451,419,845,302
382,418,6,81,176
166,71,104,331,358
42,529,0,456,603
295,167,506,222,175
399,246,596,976,471
842,830,34,871,72
199,156,104,898,362
11,568,976,329,950
280,574,284,809,489
327,759,62,174,124
807,235,196,447,566
218,481,708,77,225
296,86,241,629,236
199,440,456,268,73
16,386,845,458,599
895,683,745,220,154
268,137,969,655,779
463,907,583,795,25
737,518,138,272,840
91,725,789,83,292
241,136,172,774,657
432,50,175,630,88
957,303,435,799,395
639,325,239,593,701
60,840,785,53,855
227,998,673,400,255
677,519,455,269,620
293,372,513,945,201
89,231,874,350,769
976,169,648,402,690
194,812,627,556,419
503,375,169,821,720
334,455,808,844,351
603,229,365,20,947
384,469,272,837,218
700,747,154,573,246
730,796,949,398,360
617,956,125,941,669
707,712,162,855,335
367,253,869,990,948
128,921,973,732,878
81,899,199,497,43
464,82,326,464,258
446,949,459,474,223
889,502,302,774,524
777,274,229,12,550
794,631,243,892,117
278,598,648,677,274
895,418,366,90,92
855,221,18,287,639
426,203,907,766,742
131,887,256,979,349
479,938,116,249,157
598,797,879,832,744
824,386,864,318,400
28,505,264,847,33
963,674,931,767,918
416,109,809,696,219
967,497,110,676,131
947,122,79,815,976
832,516,861,529,185
509,583,720,858,320
451,813,951,581,634
374,603,80,41,209
880,736,719,382,581
478,266,51,541,395
359,973,146,499,621
353,124,599,21,975
969,797,261,555,147
281,1,731,268,709
157,253,158,215,211
189,944,997,562,600
349,746,939,767,382
195,196,214,404,879
434,295,718,223,105
561,693,98,372,902
981,31,220,491,278
510,346,385,379,717
137,818,169,674,103
3,981,978,466,820
984,89,44,354,682
467,41,912,349,822
990,126,861,276,181
721,713,868,361,379
702,508,608,570,371
318,184,45,84,209
236,67,159,966,784
895,935,890,92,552
422,862,239,460,672
704,575,785,108,169
232,440,740,342,247
313,399,110,574,422
156,747,491,94,660
34,920,180,645,564
790,326,338,883,948
106,351,216,747,869
693,319,993,657,777
150,767,194,418,215
152,727,685,19,643
288,801,163,295,715
22,366,439,376,526
128,514,225,505,905
855,646,884,927,926
884,968,73,556,309
318,382,496,900,390
270,348,671,807,819
382,911,761,55,982
567,452,491,512,154
371,992,649,574,511
598,128,384,22,931
66,836,169,687,990
175,642,302,233,249
95,570,756,837,555
315,697,537,235,75
404,210,512,546,729
176,690,199,774,36
190,587,407,745,567
107,370,646,890,691
716,717,710,161,19
852,752,193,65,498
217,837,432,259,132
241,197,768,208,838
424,837,313,947,232
501,209,612,967,644
435,397,504,187,555
70,594,730,984,622
665,576,196,310,941
74,231,662,860,421
311,846,518,943,989
312,893,472,467,464
416,442,853,488,867
532,542,326,110,116
772,919,764,12,538
631,858,670,518,955
440,853,332,741,351
984,525,643,944,913
230,15,273,968,769
49,798,34,297,154
847,29,913,811,444
205,868,358,332,698
483,47,538,420,624
965,129,338,579,807
74,713,594,418,258
781,517,993,964,274
83,683,935,19,272
367,361,763,405,149
434,515,512,852,847
946,826,81,202,998
917,332,266,451,349
393,250,342,114,556
731,287,655,879,870
882,756,727,317,667
85,605,832,265,111
855,894,780,930,875
420,10,977,698,704
394,368,42,467,559
653,722,67,678,913
121,558,648,505,197
65,484,105,409,832
137,450,443,997,323
764,527,914,731,293
102,608,120,670,97
678,864,739,848,325
788,398,567,464,376
344,8,771,350,339
784,317,351,9,467
617,981,680,684,717
457,461,954,886,459
625,446,140,79,222
488,318,325,228,785
699,907,563,878,408
453,948,822,908,322
844,939,38,345,143
243,214,74,936,746
966,385,348,502,912
94,348,357,858,20
32,71,898,642,174
767,870,975,354,469
413,398,355,18,773
24,134,582,855,397
645,222,586,295,172
101,595,747,586,506
889,681,527,893,165
456,848,497,221,595
686,497,815,512,290
301,790,777,202,238
621,665,669,329,257
479,570,883,156,491
976,153,155,717,318
174,879,314,204,523
251,356,957,84,367
901,538,203,207,494
110,555,213,948,649
631,677,687,439,16
549,118,546,21,488
519,658,427,20,359
80,855,19,544,151
566,938,565,822,13
945,871,796,904,634
133,872,732,431,621
210,889,581,558,173
236,232,211,476,358
459,247,324,999,557
885,472,273,164,784
173,709,627,25,106
194,295,759,954,678
109,394,591,431,334
444,4,771,917,517
927,696,642,711,416
128,229,712,747,741
267,791,17,971,301
930,695,651,328,935
313,489,479,537,121
132,640,810,95,623
790,753,841,673,9
440,837,601,93,541
574,956,952,529,838
198,433,626,73,161
529,949,502,218,978
205,877,928,995,736
652,680,501,708,817
216,99,510,229,684
753,898,831,809,895
61,883,820,376,43
717,73,122,86,498
987,198,25,4,547
62,289,371,361,463
43,759,847,706,145
497,531,353,108,30
512,111,921,427,568
174,776,108,632,375
872,557,79,660,376
103,432,763,946,777
638,449,241,97,911
938,56,884,409,307
699,598,963,575,846
730,42,812,669,839
116,557,456,37,532
851,173,977,294,529
85,964,63,900,857
897,433,790,705,194
19,216,736,466,851
745,871,450,813,168
141,926,966,910,384
998,606,636,719,507
822,58,864,840,224
692,415,414,112,404
103,879,14,978,467
771,690,811,753,832
380,285,460,135,723
709,370,554,101,376
627,618,317,923,960
249,756,672,96,31
744,130,157,564,626
206,635,874,711,57
393,122,771,421,383
307,614,402,328,889
574,157,43,345,318
872,775,633,869,275
445,206,402,602,480
837,641,103,991,780
560,971,504,97,352
308,576,852,423,341
260,917,529,78,10
484,867,297,358,805
551,870,476,589,714
394,584,969,25,723
342,778,731,33,879
242,899,508,752,474
472,348,197,465,86
222,580,882,915,888
698,175,828,320,220
563,362,541,256,219
496,549,693,460,100
275,435,90,945,532
639,424,891,596,826
197,414,247,27,103
262,594,391,509,177
806,356,163,286,515
107,251,493,10,939
923,518,251,853,236
453,679,723,459,881
57,448,686,614,894
49,258,64,982,532
177,60,782,786,599
386,103,409,687,401
65,649,273,773,986
882,811,368,346,460
23,41,181,247,48
599,736,713,629,713
888,536,879,243,546
473,949,746,235,160
683,837,342,476,650
785,456,789,81,274
870,33,315,736,980
51,93,826,955,366
260,719,773,630,817
167,321,320,875,745
137,321,554,527,354
488,781,625,41,672
564,941,991,641,143
661,905,578,710,638
677,431,833,657,975
256,621,380,547,866
614,368,700,256,693
365,842,514,722,335
464,322,139,34,37
965,19,241,980,604
559,250,315,583,916
758,821,734,118,991
414,843,617,479,485
621,430,940,504,552
719,860,789,716,745
586,456,210,843,455
693,500,484,309,501
752,432,369,340,459
676,169,278,528,880
9,752,466,26,168
389,602,785,911,192
211,188,821,547,85
544,194,580,132,2
243,260,255,158,246
70,846,594,243,880
950,378,549,997,802
510,424,914,650,255
463,476,671,900,249
951,73,890,167,11
547,999,532,723,56
605,613,706,269,992
955,365,102,517,746
947,942,341,631,547
506,769,950,469,109
275,849,303,928,508
977,52,859,180,588
322,102,519,474,729
351,369,158,481,20
570,886,81,840,85
720,432,600,815,437
657,408,387,618,573
79,563,332,741,854
148,924,832,357,113
259,293,98,488,210
566,721,435,539,163
763,390,378,127,170
356,352,825,615,129
708,978,410,237,660
361,433,261,927,407
586,554,775,986,312
470,785,283,401,860
447,818,73,821,607
438,112,792,198,289
241,965,795,593,731
919,526,966,209,548
31,884,643,428,903
335,462,469,748,207
951,743,271,822,579
807,709,583,271,438
496,36,945,856,487
637,92,848,157,293
128,634,363,86,68
213,833,592,988,203
809,374,554,171,569
319,899,573,443,590
643,251,913,128,778
482,579,382,359,870
91,405,634,628,94
863,357,954,289,457
218,427,213,47,417
277,750,540,176,637
335,204,343,847,185
132,949,718,718,684
208,953,398,711,991
983,72,101,440,414
903,917,549,932,539
727,247,278,59,682
399,396,201,579,961
439,567,397,721,37
129,280,236,341,331
201,817,346,152,890
193,989,675,886,638
933,755,735,550,24
607,354,870,378,705
513,503,438,130,639
184,5,672,795,829
105,13,763,328,936
353,19,551,155,70
844,503,920,614,289
201,492,439,957,456
47,872,731,298,242
704,192,616,595,155
11,764,516,385,646
853,142,533,482,573
684,187,866,597,735
150,67,403,656,915
804,714,198,210,868
465,245,507,422,381
931,386,397,226,338
461,780,461,112,569
782,534,936,538,890
312,432,456,385,0
985,495,311,245,280
519,919,392,686,973
626,575,299,798,816
761,686,85,738,362
856,279,925,643,198
383,782,478,556,772
16,204,541,732,17
169,63,168,882,609
663,895,3,380,575
94,736,715,262,264
395,609,842,249,832
185,990,899,817,965
88,433,278,508,611
596,669,329,436,140
298,924,980,687,556
356,802,466,25,795
317,980,604,118,195
789,757,55,997,909
20,924,837,893,321
962,407,415,869,347
684,200,26,964,636
971,421,725,966,206
125,753,626,386,997
571,453,38,72,663
296,477,289,99,925
57,956,940,891,20
985,78,197,642,412
139,991,732,635,20
234,750,986,4,484
443,797,381,617,56
8,642,50,686,780
536,235,185,613,20
735,982,512,260,524
418,100,425,508,925
487,14,79,711,695
684,324,497,14,307
761,406,376,243,849
247,991,633,956,298
115,457,154,864,537
668,996,992,711,807
313,584,399,15,152
450,61,346,459,594
317,711,600,874,456
163,747,726,473,960
99,855,895,781,264
95,888,712,746,450
240,82,418,466,708
379,35,809,786,862
203,742,866,807,474
740,128,362,652,804
794,593,699,784,79
221,79,177,431,204
381,214,980,323,984
292,703,789,644,424
560,947,610,203,210
722,770,68,280,204
738,606,127,999,9
744,631,213,128,725
45,892,781,846,934
92,696,103,799,832
617,440,700,803,989
648,273,385,118,816
351,813,62,940,726
890,425,112,903,766
675,971,692,63,4
606,598,988,832,400
324,647,65,275,970
1,581,983,642,286
341,659,207,3,969
624,863,179,381,393
177,726,588,726,137
32,334,324,585,304
510,389,764,606,790
680,391,546,548,175
462,0,426,723,642
185,298,431,505,351
881,364,176,123,745
412,618,953,55,429
247,231,300,348,411
167,707,864,918,183
225,901,929,958,363
327,972,908,662,737
252,132,291,293,67
645,296,706,818,493
346,556,947,376,64
655,388,906,540,226
613,956,715,481,710
298,746,579,114,555
406,391,488,596,398
489,887,131,148,215
385,517,625,602,553
269,92,550,34,591
